city,state_name,density
Dyer,Tennessee,373
Bemis,Tennessee,847.1
Monterey,Tennessee,365
Toone,Tennessee,122
Greenfield,Tennessee,231
Guys,Tennessee,15
Lebanon,Tennessee,323
Mosheim,Tennessee,144
Algood,Tennessee,414
Centerville,Tennessee,127
Gallatin,Tennessee,455
Sharon,Tennessee,280
Calhoun,Tennessee,174
Pioneer,Tennessee,13.8
Gladeville,Tennessee,48.5
Condon,Tennessee,404.8
Neubert,Tennessee,206
Loudon,Tennessee,178
Ocoee,Tennessee,144.6
Wartrace,Tennessee,297
Hanging Limb,Tennessee,28.6
Dresden,Tennessee,190
Lakewood,Tennessee,1266.9
Woodland Mills,Tennessee,112
Luttrell,Tennessee,106
Hartford,Tennessee,5.4
Cedar Grove,Tennessee,61.1
Holladay,Tennessee,34.4
New River,Tennessee,58.1
Ridgeside,Tennessee,977
Chattanooga,Tennessee,483
Gordonsville,Tennessee,66
Spring Hill,Tennessee,564
Ten Mile,Tennessee,3.4
South Cleveland,Tennessee,1108.7
Briceville,Tennessee,85.1
Howell,Tennessee,91.8
Martin,Tennessee,328
Hartsville,Tennessee,350.9
Chestnut Mound,Tennessee,52.6
Sevierville,Tennessee,269
Whiteville,Tennessee,661
Lenoir City,Tennessee,418
Jefferson City,Tennessee,492
Quebeck,Tennessee,71.3
Falling Water,Tennessee,136.5
Eagleton Village,Tennessee,341
New Deal,Tennessee,107.8
Spurgeon,Tennessee,765.7
Arlington,Tennessee,195
Henry,Tennessee,126
LaFollette,Tennessee,535
Milltown,Tennessee,5
Covington,Tennessee,296
Chesterfield,Tennessee,114.5
Leoma,Tennessee,119.9
Waverly,Tennessee,181
Copperhill,Tennessee,69
Castalian Springs,Tennessee,68.1
Tazewell,Tennessee,202
Greeneville,Tennessee,337
Doyle,Tennessee,175
Hopewell,Tennessee,107.3
Burns,Tennessee,154
Collinwood,Tennessee,131
Fairview,Tennessee,197
Rutledge,Tennessee,94
Bruceton,Tennessee,323
Kimball,Tennessee,110
Saint Bethlehem,Tennessee,220
Ozone,Tennessee,20.2
Rome,Tennessee,96.1
Normandy,Tennessee,233
Centertown,Tennessee,103
Spring City,Tennessee,268
Savannah,Tennessee,404
Hermitage Springs,Tennessee,35
Milan,Tennessee,332
Michie,Tennessee,40
Munford,Tennessee,255
Evensville,Tennessee,74.8
Cumberland Gap,Tennessee,574
Elkton,Tennessee,96
McEwen,Tennessee,361
Cookeville,Tennessee,365
Liberty,Tennessee,108
Leipers Fork,Tennessee,40.5
Coalmont,Tennessee,53
Petersburg,Tennessee,210
Granville,Tennessee,84.4
Flat Woods,Tennessee,50.5
Fairfield Glade,Tennessee,305.6
Rives,Tennessee,349
Rocky Top,Tennessee,735.4
Shepherd,Tennessee,141.7
Burlison,Tennessee,146
Coopertown,Tennessee,55
Belle Meade,Tennessee,364
Bethel Springs,Tennessee,126
Bloomingdale,Tennessee,715.5
Alcoa,Tennessee,266
Helenwood,Tennessee,71.4
Parsons,Tennessee,221
Watertown,Tennessee,450
Pelham,Tennessee,17.2
Nixon,Tennessee,64.7
Harrogate,Tennessee,229
Clinton,Tennessee,340
Eads,Tennessee,44.4
Erin,Tennessee,126
Middleton,Tennessee,130
Belfast,Tennessee,45.3
Watauga,Tennessee,204
Unicoi,Tennessee,85
Farner,Tennessee,51.6
Winfield,Tennessee,58
Rickman,Tennessee,321.2
Scotts Hill,Tennessee,100
Halls,Tennessee,223
Crossville,Tennessee,217
Ashport,Tennessee,1
Grimsley,Tennessee,28.2
Palmer,Tennessee,51
Medina,Tennessee,415
Bean Station,Tennessee,200
Middle Valley,Tennessee,811.8
Belinda City,Tennessee,796
Westover,Tennessee,262.9
Clarkrange,Tennessee,26.8
Pegram,Tennessee,112
Grand Junction,Tennessee,87
White Bluff,Tennessee,226
Atwood,Tennessee,204
Crab Orchard,Tennessee,26
Bartlett,Tennessee,707
Charleston,Tennessee,253
Saulsbury,Tennessee,59
Concord,Tennessee,1014.5
Ethridge,Tennessee,160
Millington,Tennessee,128
Parker Crossroads,Tennessee,11.8
Hendersonville,Tennessee,706
Hohenwald,Tennessee,269
Olivet,Tennessee,114.2
Baileyton,Tennessee,101
New Hope,Tennessee,39
Philadelphia,Tennessee,169
Blountville,Tennessee,162.1
Talbott,Tennessee,225.8
College Grove,Tennessee,17.2
Witt,Tennessee,131.8
Brush Creek,Tennessee,104.6
Summitville,Tennessee,82.9
Linden,Tennessee,355
Dunlap,Tennessee,181
Jasper,Tennessee,130
Kingston Springs,Tennessee,106
Shackle Island,Tennessee,214.7
Mooresburg,Tennessee,98.2
Apison,Tennessee,177.3
Bells,Tennessee,403
Decatur,Tennessee,166
Perryville,Tennessee,108.9
Pigeon Forge,Tennessee,180
Rugby,Tennessee,9.8
Niota,Tennessee,121
Oliver Springs,Tennessee,221
Benton,Tennessee,164
Rosemark,Tennessee,58.6
Enville,Tennessee,49
New Johnsonville,Tennessee,143
Decherd,Tennessee,191
Wildersville,Tennessee,69.6
Allardt,Tennessee,62
Washburn,Tennessee,8.6
Trenton,Tennessee,193
McMinnville,Tennessee,476
Lobelville,Tennessee,90
Ardmore,Tennessee,101
Mount Juliet,Tennessee,541
Chapel Hill,Tennessee,183
Huntingdon,Tennessee,124
Kingston,Tennessee,317
Union City,Tennessee,326
Flintville,Tennessee,186.8
Slayden,Tennessee,54
RoEllen,Tennessee,91.1
Braden,Tennessee,27
Norris,Tennessee,85
Paris,Tennessee,301
Saint Joseph,Tennessee,82
Hickory Valley,Tennessee,114
Clarksville,Tennessee,603
Morristown,Tennessee,420
Counce,Tennessee,18.4
Tellico Plains,Tennessee,186
Bold Spring,Tennessee,5.5
Powell,Tennessee,462.4
Henderson,Tennessee,308
Decaturville,Tennessee,202
Medon,Tennessee,65
Powells Crossroads,Tennessee,100
Ridgely,Tennessee,393
Dickson,Tennessee,296
Atoka,Tennessee,288
Graball,Tennessee,44.9
Obion,Tennessee,268
Bumpus Mills,Tennessee,53
Lexington,Tennessee,240
Oneida,Tennessee,152
Stella,Tennessee,15.7
Newport,Tennessee,474
Mentor,Tennessee,386.5
Crump,Tennessee,44
Eagleville,Tennessee,94
Oak Grove,Tennessee,796.8
Frankewing,Tennessee,86.8
Humboldt,Tennessee,324
Big Rock,Tennessee,73.7
Telford,Tennessee,109
Manchester,Tennessee,289
Mascot,Tennessee,126.8
Shelbyville,Tennessee,450
Camden,Tennessee,238
Clairfield,Tennessee,56.9
Jackson,Tennessee,441
Sparta,Tennessee,283
Knoxville,Tennessee,732
Strawberry Plains,Tennessee,151.9
Walnut Hill,Tennessee,477.2
Sale Creek,Tennessee,306
Morrison,Tennessee,101
Green Hill,Tennessee,475.3
Fincastle,Tennessee,179.1
Tullahoma,Tennessee,315
Greenbrier,Tennessee,379
Indian Mound,Tennessee,54.9
Mountain City,Tennessee,275
Gilt Edge,Tennessee,65
Tasso,Tennessee,143.1
De Rossett,Tennessee,87.1
Rockford,Tennessee,103
Central,Tennessee,400.7
Soddy-Daisy,Tennessee,228
Fall Branch,Tennessee,162.6
Rocky Fork,Tennessee,6.9
Cottage Grove,Tennessee,194
Statesville,Tennessee,41.7
Loretto,Tennessee,181
Westmoreland,Tennessee,227
Mount Carmel,Tennessee,298
Big Sandy,Tennessee,287
Stantonville,Tennessee,93
Bluff City,Tennessee,372
Erwin,Tennessee,549
Thompson's Station,Tennessee,112
Smithville,Tennessee,313
Willette,Tennessee,8.9
Auburntown,Tennessee,174
Pleasant View,Tennessee,135
Madisonville,Tennessee,294
La Grange,Tennessee,26
Lenox,Tennessee,121.1
Harriman,Tennessee,224
Samburg,Tennessee,132
Sherwood,Tennessee,38.1
Conasauga,Tennessee,92.1
Ramer,Tennessee,71
Jacksboro,Tennessee,293
Johnson City,Tennessee,594
Friendship,Tennessee,199
Corryton,Tennessee,189.6
Robbins,Tennessee,63.9
Mansfield,Tennessee,24.3
Moss,Tennessee,16
Germantown,Tennessee,756
Adams,Tennessee,96
Malesus,Tennessee,94.3
Ducktown,Tennessee,68
Wildwood Lake,Tennessee,85.8
Livingston,Tennessee,238
Beech Bluff,Tennessee,21.9
Gallaway,Tennessee,40
Riceville,Tennessee,169.4
Cornersville,Tennessee,83
Lancing,Tennessee,29.1
Elgin,Tennessee,73.9
Wilder,Tennessee,0.1
Trezevant,Tennessee,229
Cypress Inn,Tennessee,8
Reagan,Tennessee,36.3
Delano,Tennessee,215.9
Bethpage,Tennessee,130.3
Farragut,Tennessee,547
Harrison,Tennessee,595.8
Cleveland,Tennessee,633
Mercer,Tennessee,14.6
Shop Springs,Tennessee,78.6
Graysville,Tennessee,507
Cottontown,Tennessee,43
Orlinda,Tennessee,52
Athens,Tennessee,338
Clarksburg,Tennessee,69
Pulaski,Tennessee,410
Silerton,Tennessee,58
Hollow Rock,Tennessee,154
Surgoinsville,Tennessee,122
Viola,Tennessee,303
New Union,Tennessee,163.7
Cordova,Tennessee,1607.4
Oak Hill,Tennessee,225
Maynardville,Tennessee,168
Huntsville,Tennessee,120
Nashville,Tennessee,541
New Market,Tennessee,126
Iron City,Tennessee,122.5
McLemoresville,Tennessee,58
Karns,Tennessee,386.1
Fork Mountain,Tennessee,6.1
Williston,Tennessee,89
Lake Tansi,Tennessee,382
Red Boiling Springs,Tennessee,252
Rogersville,Tennessee,487
Nolensville,Tennessee,346
Bristol,Tennessee,318
Gainesboro,Tennessee,233
Lone Mountain,Tennessee,20.4
Gates,Tennessee,346
Hampton,Tennessee,338.8
Carter,Tennessee,149.9
Bogota,Tennessee,109.7
Smyrna,Tennessee,645
Yorkville,Tennessee,70
Unionville,Tennessee,68.9
Fair Garden,Tennessee,71.1
Portland,Tennessee,343
White House,Tennessee,401
Allons,Tennessee,69.7
Dowelltown,Tennessee,198
Tennessee Ridge,Tennessee,137
Rockwood,Tennessee,260
Stanton,Tennessee,322
Pittman Center,Tennessee,36
Eagan,Tennessee,90
Bransford,Tennessee,19.3
South Tunnel,Tennessee,59
Lynn Garden,Tennessee,1204.5
Rossville,Tennessee,64
Cowan,Tennessee,309
Parrottsville,Tennessee,150
Palmersville,Tennessee,17.9
Victoria,Tennessee,60
Ooltewah,Tennessee,26.6
Hunter,Tennessee,592.1
Tallassee,Tennessee,44.1
Bowman,Tennessee,74.5
Nunnelly,Tennessee,105
Collierville,Tennessee,538
Sardis,Tennessee,58
Alamo,Tennessee,417
Alexandria,Tennessee,189
Shawanee,Tennessee,390.3
Tusculum,Tennessee,215
Forbus,Tennessee,18.1
Lawrenceburg,Tennessee,328
Boma,Tennessee,78.7
Berry Hill,Tennessee,224
Westel,Tennessee,138.9
Marbledale,Tennessee,33.4
Orme,Tennessee,10
Troy,Tennessee,331
Elk Valley,Tennessee,89
Nough,Tennessee,26.1
Piperton,Tennessee,24
Maury City,Tennessee,229
South Pittsburg,Tennessee,143
Kingsport,Tennessee,385
Andersonville,Tennessee,213.4
Mason,Tennessee,287
Hixson,Tennessee,192.3
Greenback,Tennessee,55
Difficult,Tennessee,17.1
Murfreesboro,Tennessee,902
Walterhill,Tennessee,171.4
Kenton,Tennessee,234
Saltillo,Tennessee,70
Brentwood,Tennessee,399
Rheatown,Tennessee,195.6
Moscow,Tennessee,167
Daus,Tennessee,115.3
Walden,Tennessee,231
Sewanee,Tennessee,1029.7
Westpoint,Tennessee,92
Oakfield,Tennessee,38.3
Lynchburg,Tennessee,60.9
Gray,Tennessee,265.9
Coalfield,Tennessee,238.4
Friendsville,Tennessee,117
Whitwell,Tennessee,194
Rutherford,Tennessee,183
Mitchellville,Tennessee,145
Adamsville,Tennessee,123
Kimmins,Tennessee,36
Ripley,Tennessee,240
South Fulton,Tennessee,259
Pikeville,Tennessee,256
Bulls Gap,Tennessee,213
Ellendale,Tennessee,870
Brownsville,Tennessee,379
Walland,Tennessee,134.8
Three Way,Tennessee,142
Jellico,Tennessee,615
Celina,Tennessee,306
Blaine,Tennessee,76
Lafayette,Tennessee,385
Holts Corner,Tennessee,45.1
West Shiloh,Tennessee,33.5
Carthage,Tennessee,301
Beersheba Springs,Tennessee,36
Buffalo Valley,Tennessee,14.8
Fairfield,Tennessee,70.6
Cross Plains,Tennessee,81
Henning,Tennessee,147
Dayton,Tennessee,364
Norma,Tennessee,19.1
Five Points,Tennessee,67.9
Como,Tennessee,19.2
Petros,Tennessee,226.2
Lakesite,Tennessee,418
Dover,Tennessee,146
Solway,Tennessee,108.4
Bradford,Tennessee,219
Bon Air,Tennessee,89.1
Englewood,Tennessee,322
Maryville,Tennessee,657
Beechgrove,Tennessee,27.8
Rosedale,Tennessee,17
Taft,Tennessee,108.7
Roan Mountain,Tennessee,412
Franklin,Tennessee,727
Bon Aqua Junction,Tennessee,152.1
Etowah,Tennessee,457
Wrigley,Tennessee,144.3
Caryville,Tennessee,162
Baxter,Tennessee,176
Goodlettsville,Tennessee,458
Sweetwater,Tennessee,254
Oakwood,Tennessee,25
Selmer,Tennessee,175
Hampshire,Tennessee,73.2
Puryear,Tennessee,272
McKenzie,Tennessee,328
Jamestown,Tennessee,257
Altamont,Tennessee,19
Hillsboro,Tennessee,80
Springfield,Tennessee,482
Collegedale,Tennessee,364
Garland,Tennessee,200
Woodbury,Tennessee,549
Eastview,Tennessee,54
Belvidere,Tennessee,47
Mulberry,Tennessee,48.8
Mount Vernon,Tennessee,80.2
Alnwick,Tennessee,475.2
Sunbright,Tennessee,59
Tiptonville,Tennessee,820
Culleoka,Tennessee,78
Baneberry,Tennessee,110
Wartburg,Tennessee,344
Signal Mountain,Tennessee,394
Darden,Tennessee,71.3
Lutts,Tennessee,10.6
Lewisburg,Tennessee,340
Lone Oak,Tennessee,185
Prospect,Tennessee,50.2
Hornsby,Tennessee,97
Limestone,Tennessee,151.1
Fairmount,Tennessee,220.3
Minor Hill,Tennessee,116
Clifton,Tennessee,186
Oakland,Tennessee,302
Colonial Heights,Tennessee,329.7
Springville,New York,452
Franklinville,New York,582
Brewster,New York,1872
East Middletown,New York,860.4
Bay Shore,New York,2313.4
Jefferson Heights,New York,308.9
Kensington,New York,1802
Hortonville,New York,254.6
Dundee,New York,579
Bolivar,New York,482
Wayland,New York,608
Fishers Landing,New York,80.7
East Greenbush,New York,1043
West Nyack,New York,1144.8
Shawnee,New York,140.6
Malverne,New York,3143
Quiogue,New York,396.2
Valley Stream,New York,4209
Pomona,New York,526
Perrysburg,New York,243.5
Marcellus,New York,1095
Central Valley,New York,974.1
Liverpool,New York,1146
Oakdale,New York,397
Great Neck Plaza,New York,8688
Verona,New York,269.6
Greenwood Lake,New York,592
Loon Lake,New York,2.6
Canisteo,New York,897
Brushton,New York,618
Pamelia Center,New York,128.6
Alden,New York,366
Hannawa Falls,New York,158.2
Gates Center,New York,1292.8
Harrison Grove,New York,124.9
Brightwaters,New York,1232
Laurel,New York,129.4
Shirley,New York,703.3
Atlanta,New York,127.4
New Berlin,New York,359
Antwerp,New York,255
Port Kent,New York,269.3
The Glen,New York,19.7
South Blooming Grove,New York,261
Green Island,New York,1345
East Glenville,New York,527.7
Clifton Springs,New York,531
Montrose,New York,511.1
Poestenkill,New York,152.2
Hancock,New York,236
Mattydale,New York,1866.5
Corwin,New York,160.7
Minoa,New York,989
Canton,New York,700
Peconic,New York,137.5
Noyack,New York,329.2
Richburg,New York,183
Plattsburgh,New York,1509
Williamson,New York,370.5
East Patchogue,New York,1778.3
Highland Falls,New York,1360
Interlaken,New York,769
Hannibal,New York,178
Wellsburg,New York,372
Colonial Village,New York,196.1
Garden City South,New York,4200.1
Freeville,New York,187
Goshen,New York,625
Margaretville,New York,315
Old Forge,New York,280.7
Keuka,New York,93.4
Fort Edward,New York,720
Hampton Manor,New York,1775.6
Groton,New York,524
Sands Point,New York,265
Cooperstown,New York,417
Livingston Manor,New York,717.9
Lakeview,New York,2975.4
Napanoch,New York,451.7
Plandome,New York,1140
South Valley Stream,New York,2997.9
Brasher Falls,New York,485.6
Theresa,New York,247
Syracuse,New York,2212
Plessis,New York,151.4
Windsor,New York,309
North Lynbrook,New York,3789.5
Port Jervis,New York,1317
Dolgeville,New York,452
Corfu,New York,273
Sodus Point,New York,231
Hampton Bays,New York,896.4
Shoreham,New York,455
Westmoreland,New York,164
Saint Bonaventure,New York,857.8
Jewettville,New York,186.7
Paul Smiths,New York,339.9
Duane Lake,New York,59.2
Schuyler Lake,New York,61.4
Fishkill,New York,997
Downsville,New York,250.7
Blodgett Mills,New York,82.2
Marion,New York,499.3
Cumminsville,New York,253.2
Williston Park,New York,4542
Castleton-on-Hudson,New York,795
Oceanside,New York,3312.3
Yorkshire,New York,375.1
Sherman,New York,304
Sunset Bay,New York,342.5
Hewlett Neck,New York,952
New Hempstead,New York,747
Salem,New York,635.7
Hamilton,New York,640
Eagle Valley,New York,251.5
Jones Point,New York,210.1
Copiague,New York,3845.4
Port Chester,New York,4922
Stillwater,New York,529
Mountain Lodge Park,New York,899.6
South Corning,New York,687
Balmville,New York,335.7
Houghton,New York,153.3
Ransomville,New York,219.9
Herrings,New York,150
North White Plains,New York,1118.4
Wading River,New York,597.6
Greene,New York,523
Wurtsboro,New York,359
Honeoye,New York,191.3
Springs,New York,774.6
Seneca Falls,New York,1642.7
Clinton,New York,1074
Evans Mills,New York,271
Canandaigua,New York,864
Bardonia,New York,1090.2
Miller Place,New York,933.6
De Lancey,New York,114.7
Speculator,New York,2
Westvale,New York,1453.2
Lyons,New York,1173.7
Winthrop,New York,324.8
Bellport,New York,554
Sylvan Beach,New York,497
Almond,New York,302
Andes,New York,99.2
Cherryplain,New York,16.2
Tappan,New York,1201.2
West Sayville,New York,1245.2
Lockport,New York,945
Beach Ridge,New York,143.4
Baldwin,New York,2930.9
Valhalla,New York,1056
Wyandanch,New York,2239.3
Deposit,New York,475
Dexter,New York,598
Glasco,New York,524.9
Blasdell,New York,913
Niverville,New York,342.9
West Hampton Dunes,New York,67
North Bay Shore,New York,2440.5
Saratoga Springs,New York,385
Lansing,New York,299
Lisle,New York,126
Rome,New York,167
Fleischmanns,New York,189
Clover Bank,New York,750.9
Glenwood Landing,New York,2026
Penn Yan,New York,805
North Patchogue,New York,2110.3
Manorville,New York,255.6
Mechanicville,New York,2356
Shelter Island,New York,300.6
Northville,New York,385
Lyndonville,New York,297
Cumberland Head,New York,514.3
Fire Island,New York,39
Shinnecock Hills,New York,187.9
Croton Heights,New York,205
Farmingville,New York,1703
Pine Plains,New York,672.7
Burt,New York,81.5
Bergholtz,New York,307
Great Neck Estates,New York,1471
Locust Valley,New York,1312.6
Asharoken,New York,168
Yaphank,New York,110.1
Cheektowaga,New York,99.6
Valley Falls,New York,382
Dover Plains,New York,676.1
Vernon,New York,477
Poquott,New York,828
Corning,New York,1340
Bedford Center,New York,101.6
Akron,New York,551
Cobleskill,New York,491
Copake Lake,New York,31.4
Commack,New York,1153.2
Avoca,New York,263
Chadwicks,New York,584.6
Brighton,New York,822.8
Latham,New York,699.6
Cove Neck,New York,91
East Randolph,New York,306.6
Wappingers Falls,New York,1916
Baxter Estates,New York,2249
Clayville,New York,301
Colonie,New York,930
Ellenburg Depot,New York,70.5
Pultneyville,New York,128.1
Westhampton,New York,169.8
Flanders,New York,181.4
Airmont,New York,751
Brewerton,New York,918.7
North Syracuse,New York,1329
Lyncourt,New York,1174.3
Ellenville,New York,179
Averill Park,New York,500.6
Albion,New York,780
Burdett,New York,129
Fredonia,New York,786
Cranberry Lake,New York,54.2
Warrens Corners,New York,36
West Seneca,New York,1754.2
Pine Valley,New York,247
Bath,New York,673
Pelham Manor,New York,1622
Cattaraugus,New York,318
Victory Mills,New York,540.1
Madrid,New York,186.4
South Lima,New York,64
North Evans,New York,151.7
Piffard,New York,160.9
East Massapequa,New York,1930.8
Oyster Bay,New York,2158.4
Putnam Lake,New York,970.7
Homer,New York,626
Oxford,New York,302
Mount Ivy,New York,1477.7
Viola,New York,886.6
Centereach,New York,1106.5
Chestertown,New York,272.7
Forestville,New York,312.1
Salisbury,New York,3024.8
Swormville,New York,221.5
Newfane,New York,386.1
Cato,New York,198
Lake Katrine,New York,307.4
Sanborn,New York,719
Savona,New York,295
Utica,New York,1396
Nassau Shores,New York,2390.9
Fair Haven,New York,159
Chaumont,New York,233
Arden,New York,35.7
Ticonderoga,New York,654.4
Holland,New York,109.3
Mooers,New York,216.1
Dresden,New York,377
Lakewood,New York,555
Thousand Island Park,New York,44.2
North Sea,New York,340
Websters Crossing,New York,133.2
Russell Gardens,New York,2130
Eldred,New York,71.2
Sabattis,New York,0
Lake Grove,New York,1457
Center Moriches,New York,840.4
Clayton,New York,451
Hopewell Junction,New York,273.6
Jordan,New York,443
Nanuet,New York,1688.9
Hoosick Falls,New York,821
Cutchogue,New York,197.2
Glenville,New York,434.9
Sound Beach,New York,1777.1
Lakeland,New York,761.2
South Salem,New York,197.1
Brookville,New York,353
Star Lake,New York,140.2
Leonardsville,New York,177
Laurens,New York,745
North Hills,New York,813
Canaseraga,New York,188
Jefferson Valley,New York,455.4
West Glens Falls,New York,1072
Nelsonville,New York,237
Cazenovia,New York,586
Fort Ann,New York,637
Oriskany Falls,New York,533
Woodsville,New York,50.4
Mount Morris,New York,535
Bayport,New York,971.8
Nunda,New York,516
North Boston,New York,474.1
Brandreth,New York,0.2
Sinclairville,New York,133
Le Roy,New York,601
Hawthorne,New York,1517
Orchard Park,New York,910
Suffern,New York,2024
Phelps,New York,637
Arkport,New York,447
Mexico,New York,278
Toddville,New York,1223.7
Pittsford,New York,766
East Syracuse,New York,707
Raymondville,New York,196.9
Otego,New York,311
Port Washington North,New York,2621
Schoharie,New York,193
Head of the Harbor,New York,203
Munnsville,New York,204
Saint James,New York,1680.9
Shrub Oak,New York,668.1
Crown Heights,New York,84.5
Greece,New York,1185.2
New Rochelle,New York,2982
Newport,New York,448
Broadalbin,New York,371
Old Brookville,New York,213
Marathon,New York,297
Sag Harbor,New York,490
Cragsmoor,New York,77
Byersville,New York,23.1
Stony Point,New York,1424.5
Nashville,New York,493.6
Arlington,New York,1587.4
Levittown,New York,2740.7
Old Westbury,New York,214
Salisbury Mills,New York,260.8
Montgomery,New York,1253
Newark,New York,636
Afton,New York,201
Lodi,New York,203
Sparkill,New York,1821.3
Pine Hill,New York,98.4
Warwick,New York,1090
Chestnut Ridge,New York,635
Inwood,New York,3391.2
Waterloo,New York,883
Addison,New York,343
Accord,New York,127.8
Candor,New York,695
Slaterville Springs,New York,37.6
Dobbs Ferry,New York,1771
Delhi,New York,382
Monticello,New York,629
East Branch,New York,120.5
Croghan,New York,534
Ossining,New York,3104
North Creek,New York,231.6
Woodmere,New York,3568.4
Medford,New York,736.2
Newark Valley,New York,363
Hamburg,New York,1509
North Rose,New York,402.6
Avon,New York,399
Hillside Manor,New York,2961.3
Lake Mohegan,New York,812.6
Cohocton,New York,207
Morrisonville,New York,606.2
Brier Hill,New York,33.2
Glen Head,New York,1629.2
New York Mills,New York,1070
Great Bend,New York,141.1
Colton,New York,174.5
South Dayton,New York,226
Twin Lakes Village,New York,254
Billington Heights,New York,144.6
Pine Bush,New York,385
Middletown,New York,2121
Lindenhurst,New York,2794
Holcomb,New York,359
Geneseo,New York,1109
Little Valley,New York,425
Philmont,New York,419
Port Dickinson,New York,963
Victor,New York,762
Brookhaven,New York,435.8
Lynbrook,New York,3780
Maybrook,New York,1017
Schenectady,New York,2347
Mastic,New York,1386.1
Port Ewen,New York,1304.4
Phoenicia,New York,268
New Woodstock,New York,264.5
Cairo,New York,162.5
Argyle,New York,358
Buffalo,New York,2472
Big Moose,New York,0.4
Rushford,New York,192.7
Weston Mills,New York,38.3
West Bay Shore,New York,1833.4
Hartwick,New York,192.2
Vails Gate,New York,1950.3
Walden,New York,1323
Roslyn,New York,1741
Deer Park,New York,1630.9
Witherbee,New York,277.5
Tarrytown,New York,1526
Hagaman,New York,330
Flower Hill,New York,1162
Schuylerville,New York,989
Albertson,New York,3000.8
Fabius,New York,327
Branchport,New York,109.4
Frankfort,New York,941
Fishers Island,New York,22.5
Armor,New York,537.1
Long Lake,New York,128.4
Schroon Lake,New York,293.4
